total_positions,win_positions,win_rate,total_pnl,total_roi,sharpe_ratio,max_drawdown,Port_ID,Rank
2811,1415,0.5033795802205621,8436709.811004633,0.6388118380997594,0.16914249645852703,0.48176559385298817,3878631538480067329,59.0
5928,2148,0.3623481781376518,76180.42346868505,0.6376517292017171,0.4963082033896634,0.10772609279139587,3939925275039085824,60.0
640,274,0.428125,37292549.9780981,0.6332899202569842,0.45739712439661145,0.27561394555553975,3910983669796782848,61.0
75,17,0.22666666666666666,165503895.39434597,0.6310192378871362,0.33732605089474843,1.0316726991704444,3910887259807777281,62.0
42,4,0.09523809523809523,325.15051575122,0.6275746773609271,0.3244403589727124,0.0,4023697433751327232,63.0
4969,1903,0.3829744415375327,30528139.97980612,0.6196567883726539,0.19381735184271337,1.0785879184260811,3942630767220672256,64.0
511,201,0.3933463796477495,-9250691.746941065,0.6027179019527433,0.1946008207314028,10.726795203577906,3937714876784951296,65.0
59,19,0.3220338983050847,7630173.497129,0.5965742983921543,0.6786723035194776,0.0,4040843843196854529,66.0
252,143,0.5674603174603174,25841726.419559952,0.5908790288851551,0.7982660970931442,0.0,4017110277719148289,67.0
147,68,0.46258503401360546,11360067.85593558,0.5863652324032862,0.7366705825828975,0.0,4036548677626662656,68.0
70,6,0.08571428571428572,724.5138335662659,0.5825303259242518,0.3060064979063971,0.0,4023697881318718465,69.0
1421,482,0.3391977480647431,57131835.60958997,0.5790571144835693,0.17387451482104557,1.288525910918632,3818233536529843712,70.0
507,175,0.34516765285996054,1627113.812767405,0.563613738118697,0.16863412363320018,371.00398573424866,4004410127575640832,71.0
695,331,0.4762589928057554,26545442.640042946,0.5480720762549632,0.3793218009884084,0.11375739906160139,3993014919980212480,72.0
1458,486,0.3333333333333333,102784810.04445799,0.5108483882328992,0.5119324960920911,0.029069792749058732,3925368433214965504,73.0
27,2,0.07407407407407407,260.29315683,0.4914577503916029,0.28284244050055907,0.0,4004713168329653760,74.0
229,72,0.314410480349345,92004362.68656522,0.4844968086524528,0.47701488828890004,0.2823317174131677,4031673021422897664,75.0
384,72,0.1875,13641430.401547793,0.46166281783383917,0.13269785910210388,0.4033273661614845,3949329502284748801,76.0
687,373,0.5429403202328966,1150577400.0488005,0.449583195282342,0.6751517689997004,0.015280402414059665,4028701921959171840,77.0
2814,1226,0.43567874911158494,1196810.8799672697,0.44858349759229815,0.2460083744869962,0.3033364969898012,3976088733682659585,78.0
5238,1711,0.3266513936617029,-3540368.5086336224,0.4451863979811744,0.26992477506091833,0.4549501813366324,3988187872032603905,79.0
121,32,0.2644628099173554,11925815.547251957,0.4407928042217778,0.5449742704345296,0.0,4030555430101054209,80.0
230,72,0.3130434782608696,11903950.78737282,0.43670206107157666,0.5113123780003842,0.4809270911707116,4029299190618134272,81.0
3069,1369,0.44607363962202673,8262027.870696083,0.43627098107453466,0.2174628438676493,0.941244825343701,3788465932399412480,82.0
3087,1434,0.4645286686103013,4649882.931060562,0.42877075581199675,0.3935046079104903,0.07800812004359704,3993222640082269952,83.0
225,85,0.37777777777777777,18881107.34711484,0.4265557952975263,0.612815793730324,0.02355185294036349,4031173908980084736,84.0
73,31,0.4246575342465753,8648344.907531692,0.4109104168876473,0.6041669674727641,0.0,4037179073830813185,85.0
68,26,0.38235294117647056,62131046.08273839,0.4053772640778394,0.58178258394828,0.0,3819545518395756033,86.0
266,95,0.35714285714285715,608055550.3715192,0.3995320722775896,0.44722765681819576,0.4801314159057003,3998572645139652353,87.0
82,4,0.04878048780487805,33330.6727552895,0.38963370975979894,0.22644595177893317,0.0,4031408429897920512,88.0
172,58,0.3372093023255814,44136849.84880557,0.3859165149038404,0.43370155884780626,0.0,3952087967771302912,89.0
233,116,0.4978540772532189,13310413.03157825,0.3847838302595741,0.4995079262745125,0.08444682221016071,4030626027667524352,90.0
105,12,0.11428571428571428,-1293576.7552972436,0.372731245281159,0.24429174701737755,0.0,3981810242465907713,91.0
2438,1040,0.4265791632485644,15052.114161458518,0.3710275870698311,0.4424467174667794,0.12404557326703919,3975304792994095360,92.0
2589,778,0.3005021243723445,114732326.86517316,0.3648338891154853,0.11493388257323976,137.29413140582574,3932103299427844097,93.0
6050,1381,0.22826446280991736,161844.76865044693,0.3615937911509422,0.15178729236163047,0.4654597339165716,3987739404272887297,94.0
52,3,0.057692307692307696,331.20542509755063,0.3612768711352722,0.2434929753575503,0.03860820843015301,4029506971304830209,95.0
6085,1930,0.3171733771569433,-6154.101962123078,0.35053926199611407,0.1002094721733292,1.4361200934478235,3946087913459823360,96.0
705,372,0.5276595744680851,936728710.2483304,0.3345713315799976,0.5974332059496779,0.030391289971279434,4022565861939831809,97.0
394,166,0.4213197969543147,213207808.04171345,0.33108616160281373,0.6577992533577031,0.009002973216868446,4008711265867865600,98.0
6056,2326,0.38408190224570676,892012.9280487507,0.3212666864105302,0.28989370389079816,0.2178848506414199,4011626972687000576,99.0
1113,300,0.2695417789757412,127869297.17833158,0.28181636207000255,0.3154341009604407,4.406647788988431,3957509601040585217,100.0
288,140,0.4861111111111111,109592618.92033765,0.2704569912488779,0.10283312198594216,2.476107316287497,3930688517098515713,101.0
2391,1233,0.5156838143036386,716627583.2941269,0.2596726696951828,0.11673289313303278,1177.2095113760977,3960874214179953664,102.0
53,2,0.03773584905660377,520.3243672129979,0.259505480298806,0.19791782946305952,0.0,4029507714735307777,103.0
504,136,0.2698412698412698,16353278.567069072,0.2552841351184644,0.34733684372153967,0.236470852576018,4037282461943784704,104.0
6050,1829,0.3023140495867769,453522.684436601,0.2512009403556961,0.21858284068046538,0.20483012553627944,3784403294629753856,105.0
1267,609,0.48066298342541436,98429576.87049678,0.2508156271712927,0.07387797656587329,0.7268052185767409,3919174299855478272,106.0
121,36,0.2975206611570248,9733923.831800167,0.23939545146345095,0.17537796834667446,10.98896519277576,4028427053699127040,107.0
147,72,0.4897959183673469,78624981.87831958,0.2376251822890997,0.5608272709681441,0.0,3998659472131949824,108.0
1624,456,0.28078817733990147,-106683.31103129248,0.23282045466437284,0.17027256817948186,0.29368273741856804,3977116548751698176,109.0
149,25,0.16778523489932887,10504392.461832663,0.23126714982509747,0.42571412477420256,0.0,4033639786957934336,110.0
60,2,0.03333333333333333,215.09047278872998,0.22045840630669844,0.18569498653304037,0.0,4030708912786799105,111.0
100,22,0.22,46050.55886075957,0.21884667610554684,0.3162365191648631,0.0,4038768306117031680,112.0
784,344,0.4387755102040816,196193899.6460963,0.21111437082778725,0.3183339323524365,0.7075251000014232,3978449781300392193,113.0
302,73,0.24172185430463577,16673349.040506547,0.20859611630125394,0.20002432088929986,0.9681786105069573,4031181049693676544,114.0
3447,1215,0.3524804177545692,23863580.735288687,0.2053331376941001,0.1329988622914313,1.1479916860769321,3951723256343550465,115.0
492,86,0.17479674796747968,15461603.858562857,0.17802374074764907,0.18320674144432975,1.0980587241964312,4030395639953224449,116.0
6050,2893,0.4781818181818182,121449.59718750032,0.17787625155719078,0.09697723688129958,0.4840443521132518,3887577207880438784,117.0
5018,1638,0.32642487046632124,18515312.087130457,0.1665341960759583,0.06489252081659642,2.981093288853489,3977078013600312321,118.0
460,207,0.45,13841017.313591063,0.16236773665793766,0.18343281446867965,0.6938739721053558,4027747397961573889,119.0
975,527,0.5405128205128205,124415873.25771315,0.15713362450290777,0.2611314096461716,3.829138977227982,4008804082027254529,120.0
478,163,0.3410041841004184,-26511184.859977502,0.15637562984010114,0.5512431639884064,0.03251575458013383,3926423286576838657,121.0
712,310,0.4353932584269663,17681750.096464384,0.14752551269414146,0.40338412293334897,5.996454536061598,4016164457907769600,122.0
1829,512,0.2799343903772553,25176996.02056566,0.14125615188598492,0.09613276637510157,8.871244155993011,3975392755164484097,123.0
2385,890,0.3731656184486373,20756515.156223826,0.1405618299072317,0.1259730266104402,6.111176395530613,3988071780777702657,124.0
529,111,0.20982986767485823,68760938.95357858,0.13646273832792888,0.16203243371361842,0.3142707491217439,4014818740371615232,125.0
1259,359,0.2851469420174742,19127193.617647495,0.13543967222737552,0.08886108549885079,1.0683113093326604,3923766029921022977,126.0
1715,602,0.3510204081632653,20883478.874042556,0.12193127454371004,0.12671990520279305,1.5023423489521632,3935808725185052672,127.0
6050,2290,0.3785123966942149,-60224.05121476788,0.11724554698696593,0.31496184284100687,1.4791827816772545,4021243448368889856,128.0
516,115,0.22286821705426357,81103321.65691634,0.1168297139112869,0.055361560599456516,0.7383498309162033,4033614723417828608,129.0
197,46,0.233502538071066,522861595.14665335,0.11527727011967476,0.12967464053021638,2.9038157339637207,4026179081117855488,130.0
1294,679,0.5247295208655333,135232489.58138394,0.11178647431547407,0.3355862030897573,0.9987283066373909,4030635536196756737,131.0
872,289,0.33142201834862384,86811764.47208935,0.11049016281945188,0.009387677824423991,97.98423603132304,3879821005658659073,132.0
653,361,0.552833078101072,4627850.468814862,0.10861968551642702,0.05902350089706149,8.950659440943296,3994879592543698688,133.0
1595,772,0.48401253918495296,25305206.95117449,0.10858891556263103,0.21586366265288545,0.34719729629712076,4037121179310444801,134.0
583,180,0.30874785591766724,411789989.6232808,0.0800301550090851,0.0872298416962318,0.6131646776758924,3953764659057081857,135.0
996,243,0.24397590361445784,-1092697.071596164,0.07307686880337623,0.0994456874452359,0.9522196138106702,3858510226868015873,136.0
1682,528,0.31391200951248516,703383435.4119757,0.06354295774979297,0.04075072163513061,1.3422035331068691,4021669203289716224,137.0
1273,337,0.26472898664571876,537744049.3030187,0.051383287608668865,0.06329244498288394,0.6419397320698034,3962024093501274881,138.0
145,49,0.33793103448275863,-29407663.75797796,0.04780123452576541,0.046270654788291725,10.436047839025028,3880920727367689984,139.0
1889,683,0.36156696664902066,158542429.9128666,0.03512632969365953,0.07525792700836857,1.970579936668093,4031493134338259457,140.0
527,110,0.20872865275142316,273489796.7967062,0.002535872047640167,0.0016631408140215015,2.7059330568985684,3953433416230728705,141.0
6050,2714,0.44859504132231404,143375.95633648487,0.0017556107879923189,0.0014296262329816605,1.348242259543185,4000877324693233921,142.0
76,0,0.0,0.0,0.0,0.0,0.0,4040382575336130560,143.5
0,0,0.0,0.0,0.0,0.0,0.0,3919965573764932864,143.5
6050,2034,0.336198347107438,301679053.77899134,-0.024849080940617364,-0.017035251788275446,5.398120441400838,4017263283405469185,145.0
799,391,0.48936170212765956,286066672.28614306,-0.09212542020719672,-0.03396309703652456,4.19781793836946,4034359562055356161,146.0
6051,1295,0.21401421252685507,-38638442.19175511,-0.1332084378486201,-0.08838282545924042,2.5273866503226747,3995532094997544704,147.0
6050,1993,0.3294214876033058,4997902717.110722,-0.2476163950246098,-0.08841828701899229,3.8766385533364076,4020204877254599680,148.0
368,85,0.23097826086956522,-1338877.2484583964,-0.33442667272712884,-0.4132489435188524,33.588393104382575,4041804592937345281,149.0
858,227,0.26456876456876455,7603389.524436183,-0.8489421085104193,-0.15428946686479444,99.06020711381528,3944239644144231424,150.0
